Breed,Breed Size,Sex,Age,Weight (lbs),Spay/Neuter Status,Daily Activity Level,Diet,Daily Walk Distance (miles),Medications,Seizures,Hours of Sleep,Play Time (hrs),Annual Vet Visits,Average Temperature (F),Healthy
Chihuahua,Small,Female,13.0,34.0,Spayed,Active,Home cooked,4.0,Yes,No,10.0,2.0,1.0,41.0,Yes
Australian Shepherd,Medium,Male,13.0,74.0,Neutered,Active,Home cooked,3.0,Yes,No,11.0,3.0,2.0,71.0,Yes
Australian Shepherd,Medium,Male,8.0,38.0,Spayed,Active,Special diet,4.0,Yes,No,8.0,2.0,2.0,79.0,Yes
Dachshund,Small,Male,8.0,29.0,Spayed,Very Active,Hard food,1.0,Yes,No,10.0,1.0,2.0,92.0,Yes
Chihuahua,Small,Female,8.0,76.0,Neutered,Very Active,Wet food,2.0,Yes,No,12.0,0.0,1.0,64.0,Yes
Labrador Retriever,Large,Male,6.0,33.0,Spayed,Moderate,Home cooked,2.0,Yes,No,14.0,0.0,1.0,73.0,Yes
Rottweiler,Large,Female,7.0,43.0,Neutered,Low,Wet food,4.0,Yes,No,13.0,2.0,1.0,42.0,Yes
Beagle,Small,Female,4.0,48.0,Neutered,Low,Hard food,2.0,No,No,12.0,1.0,2.0,60.0,Yes
Great Dane,Large,Female,3.0,55.0,Neutered,Active,Home cooked,5.0,No,No,9.0,2.0,1.0,70.0,Yes
German Shepherd,Large,Female,4.0,48.0,Neutered,Moderate,Wet food,0.0,No,No,10.0,0.0,2.0,84.0,Yes
Doberman,Large,Female,2.0,29.0,Spayed,Moderate,Home cooked,1.0,Yes,No,8.0,3.0,4.0,82.0,Yes
Poodle,Small,Female,9.0,18.0,Neutered,Low,Home cooked,1.0,No,No,11.0,2.0,0.0,68.0,No
Doberman,Large,Male,11.0,31.0,Spayed,Active,Special diet,4.0,Yes,No,10.0,2.0,1.0,71.0,Yes
Boxer,Medium,Male,1.0,43.0,Spayed,Very Active,Home cooked,4.0,No,Yes,12.0,1.0,2.0,57.0,Yes
Great Dane,Large,Female,12.0,53.0,Neutered,Very Active,Hard food,4.0,Yes,No,11.0,2.0,3.0,75.0,Yes
Rottweiler,Large,Female,2.0,36.0,Neutered,Low,Wet food,2.0,No,Yes,9.0,0.0,1.0,72.0,Yes
Rottweiler,Large,Male,13.0,46.0,Spayed,Active,Wet food,4.0,Yes,Yes,9.0,2.0,1.0,73.0,No
Dachshund,Small,Female,12.0,41.0,Spayed,Low,Special diet,4.0,Yes,No,14.0,0.0,1.0,64.0,Yes
Boxer,Medium,Female,13.0,58.0,Spayed,Moderate,Home cooked,3.0,No,No,14.0,2.0,0.0,45.0,Yes
Bulldog,Medium,Female,8.0,53.0,Spayed,Low,Hard food,2.0,No,No,8.0,2.0,0.0,77.0,Yes
Rottweiler,Large,Male,10.0,56.0,Neutered,Low,Wet food,3.0,No,No,10.0,1.0,1.0,49.0,Yes
Siberian Husky,Medium,Male,13.0,34.0,Spayed,Low,Special diet,6.0,Yes,No,11.0,0.0,2.0,42.0,Yes
Beagle,Small,Male,10.0,52.0,Neutered,Low,Special diet,2.0,No,No,13.0,3.0,2.0,50.0,Yes
Australian Shepherd,Medium,Female,13.0,38.0,Spayed,Moderate,Hard food,3.0,No,No,11.0,2.0,1.0,70.0,Yes
Dachshund,Small,Male,4.0,45.0,Neutered,Active,Home cooked,1.0,Yes,No,12.0,0.0,2.0,40.0,Yes
Yorkshire Terrier,Small,Female,9.0,10.0,Neutered,Very Active,Special diet,1.0,No,No,10.0,2.0,1.0,73.0,Yes
Rottweiler,Large,Female,5.0,40.0,Neutered,Moderate,Hard food,1.0,No,No,12.0,1.0,2.0,77.0,Yes
Dachshund,Small,Male,13.0,76.0,Neutered,Moderate,Home cooked,5.0,Yes,No,13.0,1.0,3.0,81.0,Yes
Doberman,Large,Female,9.0,36.0,Spayed,Active,Special diet,2.0,No,No,9.0,2.0,3.0,68.0,Yes
Great Dane,Large,Female,8.0,62.0,Spayed,Low,Wet food,3.0,No,No,11.0,1.0,1.0,72.0,Yes
Chihuahua,Small,Male,4.0,58.0,Neutered,Very Active,Hard food,3.0,Yes,Yes,12.0,3.0,1.0,48.0,Yes
Beagle,Small,Female,12.0,30.0,Spayed,Active,Wet food,1.0,Yes,No,12.0,0.0,0.0,63.0,No
German Shepherd,Large,Male,10.0,31.0,Spayed,Low,Hard food,3.0,Yes,No,10.0,1.0,0.0,38.0,No
Australian Shepherd,Medium,Female,9.0,37.0,Spayed,Low,Home cooked,3.0,No,No,11.0,1.0,0.0,60.0,Yes
Siberian Husky,Medium,Female,7.0,59.0,Spayed,Low,Home cooked,2.0,No,No,12.0,0.0,1.0,70.0,Yes
Yorkshire Terrier,Small,Female,6.0,75.0,Neutered,Active,Home cooked,3.0,No,No,9.0,1.0,2.0,33.0,Yes
Golden Retriever,Large,Female,11.0,72.0,Spayed,Moderate,Wet food,2.0,Yes,No,9.0,1.0,0.0,68.0,No
Bulldog,Medium,Male,6.0,71.0,Neutered,Very Active,Special diet,2.0,Yes,No,12.0,2.0,0.0,91.0,Yes
Australian Shepherd,Medium,Female,6.0,64.0,Spayed,Active,Home cooked,1.0,No,No,11.0,2.0,2.0,40.0,Yes
Poodle,Small,Female,5.0,49.0,Spayed,Active,Home cooked,5.0,No,No,12.0,2.0,1.0,81.0,Yes
Great Dane,Large,Male,4.0,42.0,Neutered,Moderate,Wet food,4.0,No,No,9.0,0.0,2.0,76.0,Yes
Yorkshire Terrier,Small,Female,10.0,32.0,Spayed,Active,Special diet,2.0,No,No,12.0,2.0,2.0,45.0,Yes
Rottweiler,Large,Female,2.0,66.0,Neutered,Very Active,Wet food,4.0,No,Yes,10.0,1.0,0.0,41.0,Yes
Bulldog,Medium,Male,1.0,76.0,Spayed,Very Active,Wet food,2.0,No,No,12.0,0.0,4.0,75.0,Yes
Yorkshire Terrier,Small,Male,9.0,21.0,Neutered,Active,Home cooked,2.0,Yes,No,12.0,1.0,2.0,53.0,Yes
Siberian Husky,Medium,Female,12.0,73.0,Spayed,Moderate,Home cooked,0.0,Yes,No,12.0,1.0,1.0,77.0,Yes
Labrador Retriever,Large,Female,10.0,37.0,Neutered,Moderate,Home cooked,4.0,Yes,No,9.0,0.0,0.0,55.0,No
Labrador Retriever,Large,Male,7.0,38.0,Neutered,Moderate,Special diet,3.0,No,No,11.0,1.0,1.0,71.0,Yes
Labrador Retriever,Large,Male,9.0,66.0,Spayed,Active,Hard food,4.0,No,No,11.0,0.0,0.0,42.0,Yes
Yorkshire Terrier,Small,Male,10.0,45.0,Spayed,Active,Hard food,2.0,No,No,11.0,4.0,0.0,63.0,Yes
Australian Shepherd,Medium,Female,11.0,69.0,Spayed,Low,Special diet,1.0,Yes,No,12.0,1.0,4.0,54.0,Yes
Dachshund,Small,Female,8.0,28.0,Neutered,Very Active,Wet food,4.0,No,No,11.0,1.0,2.0,75.0,Yes
Great Dane,Large,Male,6.0,82.0,Spayed,Moderate,Special diet,0.0,No,No,11.0,3.0,3.0,57.0,Yes
Golden Retriever,Large,Male,8.0,51.0,Neutered,Moderate,Hard food,4.0,Yes,No,13.0,1.0,1.0,48.0,Yes
Chihuahua,Small,Male,13.0,55.0,Spayed,Low,Special diet,2.0,Yes,No,10.0,2.0,1.0,52.0,Yes
Doberman,Large,Male,1.0,44.0,Spayed,Active,Wet food,1.0,Yes,No,14.0,1.0,1.0,60.0,Yes
Bulldog,Medium,Female,11.0,39.0,Neutered,Active,Special diet,3.0,Yes,No,10.0,2.0,4.0,82.0,Yes
Bulldog,Medium,Male,5.0,51.0,Spayed,Very Active,Hard food,5.0,No,No,8.0,3.0,1.0,83.0,Yes
Dachshund,Small,Female,12.0,50.0,Neutered,Very Active,Home cooked,3.0,Yes,No,10.0,2.0,2.0,65.0,Yes
Doberman,Large,Male,12.0,62.0,Spayed,Moderate,Home cooked,3.0,No,No,14.0,0.0,1.0,38.0,Yes
Rottweiler,Large,Male,6.0,81.0,Neutered,Low,Wet food,3.0,No,No,12.0,1.0,1.0,58.0,Yes
Boxer,Medium,Male,6.0,58.0,Spayed,Moderate,Wet food,4.0,No,No,13.0,2.0,2.0,59.0,Yes
Rottweiler,Large,Male,10.0,59.0,Spayed,Active,Hard food,1.0,Yes,No,14.0,2.0,2.0,78.0,Yes
Golden Retriever,Large,Female,2.0,76.0,Neutered,Very Active,Home cooked,3.0,No,No,11.0,2.0,4.0,73.0,Yes
Poodle,Small,Male,3.0,38.0,Spayed,Low,Special diet,2.0,No,No,12.0,2.0,2.0,41.0,Yes
Golden Retriever,Large,Male,1.0,72.0,Spayed,Low,Special diet,2.0,Yes,No,13.0,1.0,1.0,55.0,Yes
Yorkshire Terrier,Small,Female,5.0,65.0,Spayed,Low,Wet food,1.0,No,No,10.0,0.0,1.0,69.0,Yes
Chihuahua,Small,Male,9.0,45.0,Spayed,Very Active,Wet food,2.0,No,No,10.0,1.0,0.0,43.0,Yes
Dachshund,Small,Male,7.0,53.0,Neutered,Active,Wet food,3.0,No,No,14.0,1.0,3.0,69.0,Yes
Chihuahua,Small,Female,5.0,46.0,Neutered,Moderate,Hard food,1.0,Yes,No,8.0,3.0,0.0,63.0,No
Rottweiler,Large,Male,11.0,29.0,Spayed,Active,Special diet,4.0,Yes,No,10.0,3.0,1.0,86.0,Yes
Beagle,Small,Female,1.0,37.0,Neutered,Low,Special diet,3.0,No,No,11.0,3.0,1.0,67.0,Yes
Poodle,Small,Male,9.0,71.0,Neutered,Active,Special diet,3.0,No,Yes,11.0,1.0,3.0,66.0,Yes
German Shepherd,Large,Male,13.0,81.0,Spayed,Moderate,Wet food,3.0,No,No,8.0,2.0,4.0,65.0,No
Great Dane,Large,Female,3.0,37.0,Spayed,Very Active,Wet food,2.0,Yes,No,14.0,3.0,0.0,85.0,Yes
Dachshund,Small,Male,7.0,56.0,Spayed,Active,Special diet,3.0,Yes,No,9.0,0.0,0.0,46.0,Yes
Great Dane,Large,Male,5.0,47.0,Neutered,Moderate,Hard food,3.0,Yes,No,11.0,3.0,1.0,71.0,Yes
Great Dane,Large,Male,7.0,64.0,Neutered,Very Active,Special diet,5.0,Yes,No,12.0,1.0,2.0,56.0,Yes
Siberian Husky,Medium,Male,3.0,35.0,Spayed,Low,Wet food,3.0,Yes,No,9.0,0.0,2.0,65.0,Yes
Bulldog,Medium,Male,8.0,22.0,Neutered,Moderate,Hard food,0.0,No,No,11.0,1.0,1.0,48.0,Yes
Poodle,Small,Female,1.0,69.0,Spayed,Very Active,Wet food,4.0,No,No,9.0,1.0,1.0,76.0,Yes
Siberian Husky,Medium,Female,8.0,55.0,Neutered,Active,Hard food,4.0,No,No,11.0,3.0,1.0,72.0,Yes
Bulldog,Medium,Female,9.0,42.0,Spayed,Low,Home cooked,3.0,No,No,12.0,1.0,1.0,85.0,Yes
Poodle,Small,Male,10.0,71.0,Neutered,Very Active,Hard food,4.0,No,No,10.0,2.0,3.0,54.0,Yes
Dachshund,Small,Male,2.0,43.0,Spayed,Active,Home cooked,4.0,Yes,No,11.0,1.0,1.0,54.0,Yes
Great Dane,Large,Female,12.0,38.0,Spayed,Active,Wet food,2.0,Yes,No,14.0,1.0,0.0,47.0,No
Bulldog,Medium,Male,5.0,81.0,Spayed,Moderate,Special diet,6.0,No,No,10.0,0.0,1.0,39.0,Yes
Dachshund,Small,Male,4.0,26.0,Neutered,Moderate,Home cooked,5.0,No,No,11.0,3.0,1.0,66.0,Yes
Boxer,Medium,Female,11.0,59.0,Spayed,Low,Hard food,3.0,Yes,No,11.0,2.0,2.0,68.0,No
Yorkshire Terrier,Small,Female,11.0,63.0,Neutered,Low,Special diet,0.0,Yes,No,10.0,0.0,0.0,69.0,No
Dachshund,Small,Male,8.0,61.0,Spayed,Low,Special diet,3.0,Yes,No,11.0,2.0,3.0,63.0,Yes
Beagle,Small,Female,11.0,51.0,Spayed,Low,Special diet,2.0,No,No,13.0,0.0,0.0,76.0,Yes
Siberian Husky,Medium,Female,11.0,45.0,Neutered,Moderate,Wet food,4.0,Yes,No,10.0,2.0,2.0,52.0,No
Poodle,Small,Female,6.0,64.0,Neutered,Very Active,Wet food,0.0,No,Yes,10.0,0.0,2.0,62.0,Yes
Rottweiler,Large,Female,7.0,63.0,Spayed,Moderate,Wet food,2.0,Yes,No,9.0,3.0,1.0,76.0,Yes
Doberman,Large,Female,4.0,33.0,Spayed,Low,Hard food,1.0,No,No,11.0,0.0,2.0,64.0,Yes
Poodle,Small,Female,9.0,62.0,Spayed,Moderate,Wet food,4.0,Yes,No,10.0,2.0,2.0,62.0,No
Golden Retriever,Large,Female,10.0,56.0,Spayed,Active,Hard food,1.0,No,No,13.0,0.0,0.0,80.0,Yes
Labrador Retriever,Large,Male,12.0,47.0,Neutered,Active,Hard food,2.0,Yes,No,12.0,3.0,1.0,72.0,Yes
German Shepherd,Large,Female,9.0,68.0,Spayed,Active,Wet food,0.0,Yes,No,10.0,1.0,0.0,83.0,No
German Shepherd,Large,Male,4.0,59.0,Spayed,Very Active,Home cooked,3.0,No,No,12.0,2.0,1.0,40.0,Yes
Dachshund,Small,Female,12.0,56.0,Neutered,Active,Hard food,4.0,No,No,8.0,2.0,1.0,33.0,Yes
Poodle,Small,Male,3.0,28.0,Neutered,Moderate,Special diet,0.0,No,No,11.0,2.0,0.0,63.0,Yes
Great Dane,Large,Male,3.0,62.0,Neutered,Moderate,Home cooked,3.0,No,No,13.0,0.0,3.0,41.0,Yes
Yorkshire Terrier,Small,Male,8.0,53.0,Spayed,Moderate,Wet food,4.0,Yes,Yes,12.0,3.0,1.0,42.0,No
Boxer,Medium,Male,5.0,43.0,Neutered,Low,Wet food,1.0,No,No,11.0,0.0,1.0,61.0,Yes
German Shepherd,Large,Male,2.0,66.0,Spayed,Active,Hard food,3.0,No,No,14.0,2.0,2.0,49.0,Yes
Doberman,Large,Female,4.0,37.0,Neutered,Active,Wet food,1.0,No,No,11.0,1.0,4.0,59.0,Yes
Siberian Husky,Medium,Female,4.0,44.0,Spayed,Active,Hard food,2.0,No,No,10.0,2.0,2.0,75.0,Yes
Dachshund,Small,Female,2.0,42.0,Neutered,Low,Wet food,3.0,Yes,No,10.0,3.0,3.0,70.0,Yes
Dachshund,Small,Male,1.0,53.0,Spayed,Low,Home cooked,3.0,Yes,No,8.0,2.0,1.0,61.0,Yes
Dachshund,Small,Male,10.0,56.0,Neutered,Active,Hard food,3.0,No,No,14.0,2.0,1.0,84.0,Yes
Doberman,Large,Female,1.0,47.0,Neutered,Very Active,Home cooked,0.0,No,No,10.0,2.0,4.0,80.0,Yes
Labrador Retriever,Large,Female,11.0,38.0,Spayed,Moderate,Wet food,2.0,No,No,10.0,3.0,2.0,64.0,Yes
Siberian Husky,Medium,Male,13.0,39.0,Neutered,Moderate,Home cooked,2.0,No,No,14.0,2.0,2.0,57.0,Yes
Rottweiler,Large,Female,8.0,42.0,Spayed,Moderate,Wet food,1.0,No,No,11.0,3.0,4.0,52.0,Yes
German Shepherd,Large,Male,6.0,29.0,Neutered,Very Active,Home cooked,4.0,No,No,13.0,2.0,2.0,66.0,Yes
Great Dane,Large,Male,12.0,53.0,Spayed,Active,Special diet,0.0,Yes,No,11.0,2.0,0.0,83.0,Yes
German Shepherd,Large,Female,9.0,53.0,Spayed,Active,Special diet,3.0,Yes,No,12.0,2.0,0.0,61.0,Yes
Labrador Retriever,Large,Female,13.0,10.0,Neutered,Moderate,Special diet,5.0,No,No,12.0,1.0,1.0,58.0,Yes
German Shepherd,Large,Male,7.0,62.0,Spayed,Very Active,Special diet,4.0,No,No,13.0,4.0,0.0,67.0,Yes
German Shepherd,Large,Female,13.0,32.0,Neutered,Active,Hard food,0.0,No,No,12.0,2.0,1.0,67.0,Yes
Siberian Husky,Medium,Female,11.0,67.0,Neutered,Active,Wet food,4.0,Yes,Yes,10.0,2.0,2.0,59.0,No
Rottweiler,Large,Female,8.0,50.0,Neutered,Active,Hard food,0.0,No,No,14.0,3.0,2.0,57.0,Yes
Golden Retriever,Large,Male,6.0,30.0,Spayed,Low,Home cooked,2.0,No,No,10.0,2.0,2.0,84.0,Yes
Poodle,Small,Female,13.0,36.0,Spayed,Low,Special diet,3.0,No,No,9.0,1.0,0.0,66.0,Yes
German Shepherd,Large,Female,1.0,42.0,Neutered,Moderate,Home cooked,2.0,No,No,10.0,0.0,2.0,89.0,Yes
Bulldog,Medium,Male,7.0,78.0,Neutered,Very Active,Home cooked,0.0,Yes,No,9.0,3.0,3.0,84.0,Yes
Poodle,Small,Male,1.0,53.0,Neutered,Very Active,Special diet,0.0,No,Yes,13.0,1.0,1.0,81.0,Yes
Bulldog,Medium,Female,6.0,44.0,Neutered,Moderate,Wet food,1.0,Yes,Yes,10.0,0.0,2.0,41.0,No
Boxer,Medium,Female,7.0,72.0,Spayed,Very Active,Special diet,4.0,No,No,10.0,3.0,0.0,50.0,Yes
Doberman,Large,Female,13.0,55.0,Neutered,Moderate,Special diet,4.0,No,No,10.0,1.0,2.0,76.0,Yes
German Shepherd,Large,Male,13.0,53.0,Neutered,Low,Wet food,2.0,Yes,No,10.0,3.0,1.0,61.0,No
Dachshund,Small,Male,13.0,68.0,Neutered,Active,Wet food,4.0,No,No,12.0,2.0,1.0,64.0,Yes
Poodle,Small,Male,1.0,64.0,Neutered,Active,Hard food,1.0,Yes,No,12.0,0.0,0.0,60.0,No
Boxer,Medium,Female,1.0,67.0,Spayed,Active,Special diet,1.0,No,No,11.0,0.0,0.0,72.0,Yes
Siberian Husky,Medium,Female,13.0,72.0,Neutered,Moderate,Home cooked,1.0,Yes,No,10.0,0.0,3.0,40.0,Yes
Australian Shepherd,Medium,Female,9.0,54.0,Spayed,Moderate,Home cooked,0.0,Yes,No,9.0,1.0,1.0,78.0,Yes
Yorkshire Terrier,Small,Female,13.0,24.0,Neutered,Low,Wet food,4.0,Yes,No,9.0,2.0,1.0,39.0,No
Australian Shepherd,Medium,Male,13.0,37.0,Neutered,Low,Wet food,2.0,Yes,No,11.0,1.0,1.0,80.0,No
Rottweiler,Large,Female,11.0,41.0,Spayed,Moderate,Special diet,3.0,No,No,10.0,1.0,2.0,93.0,Yes
Doberman,Large,Female,8.0,79.0,Spayed,Active,Special diet,4.0,Yes,No,11.0,2.0,0.0,69.0,Yes
Labrador Retriever,Large,Female,3.0,88.0,Spayed,Moderate,Hard food,2.0,No,No,11.0,2.0,2.0,60.0,Yes
Australian Shepherd,Medium,Male,3.0,63.0,Spayed,Low,Home cooked,3.0,Yes,No,13.0,2.0,2.0,63.0,Yes
Siberian Husky,Medium,Male,5.0,66.0,Spayed,Low,Hard food,1.0,No,No,10.0,2.0,3.0,57.0,Yes
Beagle,Small,Female,1.0,62.0,Neutered,Active,Hard food,1.0,No,No,10.0,1.0,1.0,39.0,Yes
German Shepherd,Large,Female,11.0,28.0,Neutered,Active,Hard food,1.0,No,No,11.0,2.0,2.0,62.0,Yes
Golden Retriever,Large,Female,6.0,46.0,Spayed,Active,Wet food,2.0,No,No,9.0,2.0,1.0,74.0,Yes
Poodle,Small,Male,11.0,35.0,Neutered,Low,Wet food,2.0,No,No,11.0,2.0,2.0,48.0,Yes
Chihuahua,Small,Female,4.0,58.0,Spayed,Active,Wet food,2.0,Yes,No,9.0,1.0,0.0,87.0,Yes
Rottweiler,Large,Female,1.0,38.0,Spayed,Active,Special diet,1.0,No,No,10.0,1.0,2.0,52.0,Yes
Chihuahua,Small,Male,5.0,66.0,Spayed,Very Active,Wet food,2.0,No,No,9.0,0.0,0.0,75.0,Yes
Australian Shepherd,Medium,Male,13.0,57.0,Neutered,Moderate,Special diet,4.0,Yes,No,9.0,2.0,1.0,64.0,Yes
Yorkshire Terrier,Small,Male,5.0,37.0,Neutered,Active,Wet food,1.0,No,Yes,12.0,1.0,1.0,100.0,Yes
Labrador Retriever,Large,Male,1.0,59.0,Spayed,Very Active,Hard food,4.0,Yes,No,9.0,1.0,1.0,94.0,Yes
Bulldog,Medium,Female,2.0,70.0,Neutered,Moderate,Wet food,3.0,Yes,No,11.0,1.0,4.0,62.0,Yes
Dachshund,Small,Female,2.0,44.0,Neutered,Very Active,Home cooked,4.0,Yes,No,12.0,0.0,2.0,74.0,Yes
Doberman,Large,Female,12.0,56.0,Spayed,Moderate,Hard food,3.0,No,No,12.0,0.0,2.0,56.0,Yes
Beagle,Small,Male,9.0,51.0,Neutered,Low,Home cooked,4.0,Yes,No,10.0,2.0,1.0,64.0,Yes
Boxer,Medium,Male,9.0,17.0,Spayed,Moderate,Wet food,0.0,Yes,No,13.0,4.0,1.0,74.0,No
Poodle,Small,Female,5.0,46.0,Neutered,Low,Home cooked,3.0,No,No,11.0,1.0,1.0,61.0,Yes
Great Dane,Large,Female,3.0,52.0,Neutered,Moderate,Home cooked,1.0,Yes,No,10.0,3.0,0.0,58.0,Yes
Boxer,Medium,Female,6.0,36.0,Neutered,Very Active,Hard food,1.0,No,No,13.0,1.0,4.0,91.0,Yes
Beagle,Small,Female,6.0,28.0,Neutered,Active,Home cooked,3.0,Yes,No,8.0,3.0,1.0,52.0,Yes
Dachshund,Small,Male,4.0,30.0,Spayed,Very Active,Home cooked,3.0,Yes,No,9.0,3.0,2.0,75.0,Yes
Poodle,Small,Female,5.0,28.0,Neutered,Active,Special diet,4.0,No,No,11.0,1.0,0.0,70.0,Yes
Boxer,Medium,Female,12.0,66.0,Neutered,Very Active,Home cooked,4.0,Yes,No,10.0,3.0,1.0,69.0,Yes
Golden Retriever,Large,Female,10.0,21.0,Spayed,Low,Wet food,1.0,Yes,No,12.0,0.0,1.0,56.0,No
Labrador Retriever,Large,Male,1.0,42.0,Neutered,Low,Home cooked,2.0,Yes,No,12.0,2.0,0.0,68.0,No
Doberman,Large,Female,8.0,55.0,Spayed,Moderate,Special diet,2.0,No,No,12.0,1.0,2.0,48.0,Yes
Siberian Husky,Medium,Female,5.0,29.0,Spayed,Moderate,Wet food,4.0,No,No,12.0,2.0,0.0,72.0,Yes
Labrador Retriever,Large,Female,8.0,59.0,Spayed,Active,Wet food,3.0,No,No,13.0,1.0,2.0,98.0,Yes
Yorkshire Terrier,Small,Male,9.0,29.0,Neutered,Very Active,Hard food,3.0,Yes,No,13.0,2.0,1.0,63.0,Yes
Siberian Husky,Medium,Male,7.0,37.0,Spayed,Active,Home cooked,2.0,No,No,10.0,0.0,2.0,53.0,Yes
Boxer,Medium,Female,9.0,33.0,Neutered,Active,Home cooked,0.0,No,Yes,12.0,2.0,0.0,53.0,Yes
Bulldog,Medium,Female,2.0,68.0,Neutered,Active,Hard food,4.0,Yes,No,9.0,2.0,0.0,92.0,Yes
Bulldog,Medium,Male,4.0,68.0,Spayed,Very Active,Special diet,3.0,No,No,12.0,4.0,1.0,75.0,Yes
German Shepherd,Large,Male,8.0,54.0,Neutered,Very Active,Wet food,2.0,No,No,14.0,1.0,4.0,62.0,Yes
Golden Retriever,Large,Female,8.0,55.0,Neutered,Moderate,Hard food,2.0,Yes,No,11.0,2.0,4.0,92.0,Yes
Australian Shepherd,Medium,Male,12.0,29.0,Neutered,Low,Hard food,3.0,No,No,12.0,2.0,3.0,76.0,Yes
Beagle,Small,Male,6.0,77.0,Spayed,Low,Wet food,4.0,No,No,12.0,1.0,0.0,53.0,Yes
Labrador Retriever,Large,Female,3.0,42.0,Spayed,Low,Home cooked,0.0,No,Yes,11.0,3.0,3.0,68.0,Yes
Rottweiler,Large,Female,1.0,64.0,Spayed,Moderate,Home cooked,2.0,No,No,10.0,2.0,1.0,55.0,Yes
Australian Shepherd,Medium,Female,2.0,49.0,Spayed,Active,Hard food,1.0,Yes,No,9.0,1.0,0.0,69.0,Yes
Doberman,Large,Male,13.0,64.0,Spayed,Moderate,Hard food,3.0,No,No,10.0,0.0,2.0,79.0,Yes
German Shepherd,Large,Male,10.0,81.0,Neutered,Low,Hard food,3.0,Yes,No,8.0,1.0,0.0,90.0,No
Great Dane,Large,Female,4.0,67.0,Neutered,Moderate,Hard food,4.0,No,No,12.0,2.0,2.0,75.0,Yes
Bulldog,Medium,Male,5.0,52.0,Neutered,Very Active,Home cooked,0.0,No,No,12.0,3.0,1.0,61.0,Yes
German Shepherd,Large,Female,4.0,81.0,Spayed,Very Active,Wet food,1.0,Yes,Yes,8.0,2.0,1.0,72.0,No
Boxer,Medium,Female,2.0,43.0,Spayed,Active,Hard food,5.0,Yes,No,11.0,0.0,2.0,57.0,Yes
Boxer,Medium,Male,11.0,64.0,Neutered,Low,Special diet,4.0,Yes,No,11.0,1.0,0.0,76.0,No
Golden Retriever,Large,Male,6.0,33.0,Neutered,Very Active,Wet food,2.0,Yes,No,12.0,2.0,3.0,67.0,Yes
Chihuahua,Small,Female,4.0,47.0,Neutered,Low,Home cooked,4.0,No,No,9.0,2.0,0.0,42.0,Yes
Golden Retriever,Large,Female,11.0,34.0,Spayed,Moderate,Wet food,3.0,No,Yes,14.0,2.0,0.0,68.0,No
Doberman,Large,Female,1.0,44.0,Spayed,Moderate,Special diet,2.0,No,Yes,10.0,2.0,3.0,42.0,Yes
Beagle,Small,Female,1.0,69.0,Neutered,Very Active,Hard food,1.0,Yes,No,9.0,3.0,1.0,53.0,Yes
Australian Shepherd,Medium,Male,11.0,47.0,Neutered,Low,Home cooked,2.0,Yes,No,13.0,2.0,1.0,83.0,Yes
Beagle,Small,Female,5.0,66.0,Neutered,Moderate,Home cooked,3.0,Yes,No,12.0,3.0,4.0,85.0,Yes
Beagle,Small,Female,9.0,72.0,Neutered,Active,Wet food,2.0,Yes,No,12.0,1.0,3.0,58.0,Yes
Yorkshire Terrier,Small,Male,2.0,43.0,Neutered,Low,Home cooked,3.0,No,No,11.0,2.0,2.0,72.0,Yes
Rottweiler,Large,Male,11.0,53.0,Spayed,Moderate,Hard food,3.0,Yes,No,10.0,0.0,0.0,47.0,No
Bulldog,Medium,Male,6.0,28.0,Neutered,Very Active,Hard food,1.0,Yes,No,12.0,3.0,3.0,76.0,Yes
Beagle,Small,Male,4.0,41.0,Neutered,Active,Wet food,2.0,Yes,No,11.0,3.0,4.0,82.0,Yes
Labrador Retriever,Large,Female,6.0,55.0,Spayed,Very Active,Wet food,2.0,Yes,No,12.0,1.0,0.0,49.0,Yes
Great Dane,Large,Female,13.0,42.0,Neutered,Moderate,Wet food,2.0,Yes,No,9.0,2.0,2.0,85.0,No
Poodle,Small,Female,2.0,58.0,Neutered,Very Active,Special diet,2.0,No,No,14.0,0.0,1.0,53.0,Yes
Boxer,Medium,Female,13.0,22.0,Spayed,Active,Special diet,2.0,No,No,11.0,2.0,2.0,83.0,Yes
Dachshund,Small,Male,8.0,25.0,Spayed,Active,Wet food,4.0,Yes,No,11.0,3.0,2.0,72.0,Yes
Chihuahua,Small,Male,3.0,35.0,Spayed,Very Active,Wet food,1.0,No,No,14.0,3.0,2.0,48.0,Yes
Golden Retriever,Large,Male,1.0,43.0,Neutered,Low,Home cooked,3.0,No,No,13.0,1.0,3.0,58.0,Yes
German Shepherd,Large,Male,1.0,42.0,Spayed,Very Active,Home cooked,5.0,No,No,12.0,2.0,4.0,37.0,Yes
Boxer,Medium,Female,10.0,69.0,Neutered,Low,Special diet,0.0,Yes,No,13.0,1.0,2.0,71.0,Yes
Australian Shepherd,Medium,Male,9.0,31.0,Neutered,Low,Hard food,2.0,No,No,9.0,0.0,1.0,76.0,Yes
Doberman,Large,Female,12.0,51.0,Neutered,Moderate,Special diet,3.0,No,No,10.0,2.0,0.0,90.0,Yes
Beagle,Small,Male,2.0,53.0,Neutered,Moderate,Special diet,2.0,Yes,No,12.0,2.0,0.0,67.0,Yes
German Shepherd,Large,Female,6.0,30.0,Spayed,Moderate,Hard food,3.0,Yes,No,10.0,2.0,4.0,55.0,Yes
